FECHA,HORA,CO,NO,NO2,NOX,O3,PM10,PM25
24/01/2022,12,0.23,2,10,12,40,21,14
24/01/2022,13,0.16,1,8,10,48,20,12
24/01/2022,14,0.11,1,7,9,43,19,12
24/01/2022,15,0.02,1,4,5,37,19,6
24/01/2022,16,0.04,1,4,5,38,20,8
24/01/2022,17,0.04,1,3,4,36,12,6
24/01/2022,18,0,1,3,4,35,20,13
24/01/2022,19,0.05,0,6,6,34,16,10
24/01/2022,20,0.08,1,6,7,32,17,11
24/01/2022,21,0.13,1,10,10,27,18,12
24/01/2022,22,0.2,1,16,17,19,17,10
24/01/2022,23,0.13,1,13,14,18,18,11
24/01/2022,24,0.18,1,17,17,13,15,10
25/01/2022,1,0.15,1,15,16,13,14,10
25/01/2022,2,0.22,2,20,21,6,16,12
25/01/2022,3,0.18,2,19,20,5,11,7
25/01/2022,4,0.2,3,20,23,3,12,8
25/01/2022,5,0.23,4,22,26,3,16,11
25/01/2022,6,0.21,3,19,22,4,16,11
25/01/2022,7,0.25,3,20,24,4,19,13
25/01/2022,8,0.64,42,25,68,2,27,15
25/01/2022,9,0.67,27,23,50,3,20,5
25/01/2022,10,0.47,20,21,42,10,21,9
25/01/2022,11,0.12,6,10,16,20,13,6
25/01/2022,12,0.04,2,4,6,26,7,2
25/01/2022,13,0.1,2,7,9,35,14,6
25/01/2022,14,0.12,2,8,9,42,21,11
25/01/2022,15,0.13,1,8,10,48,28,13
25/01/2022,16,0.14,1,8,9,45,28,11
25/01/2022,17,0.13,1,7,8,37,17,4
25/01/2022,18,0.09,2,9,11,26,24,10
25/01/2022,19,0.2,2,15,17,17,18,5
25/01/2022,20,0.22,1,16,18,18,17,7
25/01/2022,21,0.38,4,29,33,7,20,9
25/01/2022,22,0.35,4,26,29,8,19,9
25/01/2022,23,0.3,1,17,19,12,15,8
25/01/2022,24,0.24,1,15,16,13,15,8
26/01/2022,1,0.28,2,18,21,9,17,10
26/01/2022,2,0.12,1,10,10,16,13,8
26/01/2022,3,0.15,1,9,10,14,12,7
26/01/2022,4,0.13,1,12,12,10,12,8
26/01/2022,5,0.13,0,9,10,14,12,8
26/01/2022,6,0.17,1,13,15,9,10,6
26/01/2022,7,0.38,17,22,39,1,26,14
26/01/2022,8,0.53,26,24,50,2,26,14
26/01/2022,9,0.62,28,26,54,6,25,13
26/01/2022,10,0.57,16,23,39,13,22,9
26/01/2022,11,0.53,14,28,42,22,32,18
26/01/2022,12,0.34,6,22,28,38,33,21
26/01/2022,13,0.43,5,28,33,51,36,22
26/01/2022,14,0.24,2,15,17,62,31,16
26/01/2022,15,0.12,1,8,9,61,29,13
26/01/2022,16,0.12,1,7,8,60,25,9
26/01/2022,17,0.22,1,9,10,53,34,13
26/01/2022,18,0.21,1,9,10,51,26,6
26/01/2022,19,0.22,1,11,12,39,33,15
26/01/2022,20,0.29,1,15,15,28,24,12
26/01/2022,21,0.49,1,28,30,14,26,14
26/01/2022,22,0.65,4,40,44,3,24,11
26/01/2022,23,0.57,3,34,37,6,27,16
26/01/2022,24,0.34,1,16,17,18,24,14
27/01/2022,1,-99,-99,-99,-99,-99,20,12
27/01/2022,2,-99,-99,-99,-99,-99,24,16
27/01/2022,3,-99,-99,-99,-99,-99,25,16
27/01/2022,4,0.2,1,17,18,14,25,16
27/01/2022,5,0.07,1,8,9,22,25,18
27/01/2022,6,0.17,1,14,16,14,22,15
27/01/2022,7,0.39,11,29,41,1,29,18
27/01/2022,8,0.67,29,30,60,2,41,23
27/01/2022,9,0.64,19,26,45,10,35,20
27/01/2022,10,0.47,13,26,39,19,39,25
27/01/2022,11,0.32,8,22,30,29,32,18
27/01/2022,12,0.27,5,19,23,41,30,19
27/01/2022,13,0.26,2,15,17,54,28,15
27/01/2022,14,0.26,1,14,15,67,34,20
27/01/2022,15,0.25,1,12,13,73,32,20
27/01/2022,16,0.2,1,10,11,66,22,9
27/01/2022,17,0.2,1,10,10,66,26,10
27/01/2022,18,0.15,1,10,10,56,43,23
27/01/2022,19,0.22,1,15,16,36,22,8
27/01/2022,20,0.26,1,17,18,24,24,12
27/01/2022,21,0.37,3,24,27,16,29,16
27/01/2022,22,0.37,1,24,25,14,24,14
27/01/2022,23,0.57,4,34,37,4,23,11
27/01/2022,24,0.6,7,32,39,3,27,15
28/01/2022,1,0.4,3,26,29,8,22,11
28/01/2022,2,0.33,1,17,18,15,22,13
28/01/2022,3,0.2,1,10,10,21,23,14
28/01/2022,4,0.14,1,8,8,19,19,12
28/01/2022,5,0.08,1,6,7,18,14,9
28/01/2022,6,0.15,3,11,14,12,16,9
28/01/2022,7,0.32,11,21,32,5,20,10
28/01/2022,8,0.5,18,25,43,2,24,14
28/01/2022,9,0.78,40,30,70,4,26,11
28/01/2022,10,0.57,23,31,54,12,35,19
28/01/2022,11,0.55,13,33,46,26,42,25
28/01/2022,12,0.41,4,23,28,43,41,26
28/01/2022,13,0.43,3,24,27,58,48,32
28/01/2022,14,0.45,2,25,26,73,55,39
28/01/2022,15,0.4,2,23,25,75,47,31
28/01/2022,16,0.32,1,17,18,74,42,28
28/01/2022,17,0.27,1,14,15,65,48,32
28/01/2022,18,0.22,1,17,18,52,74,28
28/01/2022,19,0.25,1,17,18,22,156,16
28/01/2022,20,0.21,1,16,17,19,126,15
28/01/2022,21,0.24,1,18,19,14,40,8
28/01/2022,22,0.23,1,19,20,11,30,9
28/01/2022,23,0.21,1,17,18,13,22,7
28/01/2022,24,0.19,1,17,18,13,20,9
29/01/2022,1,0.22,1,15,16,11,16,6
29/01/2022,2,0.13,1,8,8,18,7,2
29/01/2022,3,0.12,0,7,7,19,6,2
29/01/2022,4,0.09,0,7,8,19,6,3
29/01/2022,5,0.06,0,8,8,20,7,3
29/01/2022,6,0.07,0,9,9,20,5,2
29/01/2022,7,0.1,1,12,12,18,7,3
29/01/2022,8,0.15,2,17,19,13,9,4
29/01/2022,9,0.22,7,18,25,13,14,6
29/01/2022,10,0.22,7,14,22,18,18,9
29/01/2022,11,0.39,10,21,31,21,28,14
29/01/2022,12,0.46,9,27,36,31,41,22
29/01/2022,13,0.36,4,20,24,48,46,26
29/01/2022,14,0.27,1,12,13,65,46,24
29/01/2022,15,0.25,1,10,11,74,44,23
29/01/2022,16,0.23,1,10,11,78,39,21
29/01/2022,17,0.23,1,10,11,69,42,19
29/01/2022,18,0.38,1,18,19,61,47,25
29/01/2022,19,0.5,1,24,25,45,38,24
29/01/2022,20,0.63,1,33,34,39,49,29
29/01/2022,21,0.48,1,28,29,31,52,29
29/01/2022,22,0.49,1,26,27,25,43,24
29/01/2022,23,0.59,2,33,35,15,38,21
29/01/2022,24,0.58,1,31,33,13,40,24
30/01/2022,1,0.65,1,26,27,12,43,28
30/01/2022,2,0.57,2,22,23,14,52,39
30/01/2022,3,0.6,2,17,19,17,59,49
30/01/2022,4,0.34,1,12,13,17,32,24
30/01/2022,5,0.27,2,14,15,15,23,17
30/01/2022,6,0.19,1,10,10,17,18,14
30/01/2022,7,0.21,1,12,13,12,16,12
30/01/2022,8,0.29,2,16,18,12,21,14
30/01/2022,9,0.43,10,20,30,12,23,16
30/01/2022,10,0.52,10,24,34,23,34,23
30/01/2022,11,0.59,6,26,32,38,43,29
30/01/2022,12,0.41,3,19,23,50,36,25
30/01/2022,13,0.28,1,13,15,60,31,22
30/01/2022,14,0.26,1,12,14,67,30,21
30/01/2022,15,0.17,1,10,11,64,24,15
30/01/2022,16,0.07,1,6,6,54,19,11
30/01/2022,17,0.04,0,5,5,49,15,8
30/01/2022,18,0.11,0,7,7,58,17,9
30/01/2022,19,0.2,1,13,14,39,24,12
30/01/2022,20,0.28,1,17,18,29,26,13
30/01/2022,21,0.37,1,20,21,22,26,13
30/01/2022,22,0.46,1,24,25,16,23,13
30/01/2022,23,0.51,2,26,28,12,27,17
30/01/2022,24,0.62,7,34,41,3,22,13
31/01/2022,1,0.7,6,36,42,1,25,16
31/01/2022,2,0.71,7,36,43,2,30,19
31/01/2022,3,0.5,2,28,30,8,18,11
31/01/2022,4,0.38,1,24,25,10,22,14
31/01/2022,5,0.44,2,28,30,6,21,14
31/01/2022,6,0.33,2,24,26,8,17,11
31/01/2022,7,0.37,4,28,33,4,18,11
31/01/2022,8,0.56,17,31,48,2,29,16
31/01/2022,9,0.56,25,29,53,7,36,23
31/01/2022,10,0.59,27,29,56,13,24,12
31/01/2022,11,0.06,3,5,8,26,19,6
31/01/2022,12,0.06,2,4,7,29,16,5
31/01/2022,13,0.08,2,5,7,34,24,10
31/01/2022,14,0.09,1,4,6,35,16,3
31/01/2022,15,0.09,2,5,6,34,26,10
31/01/2022,16,0.08,1,5,6,33,21,8
31/01/2022,17,0.07,1,4,6,32,11,1
31/01/2022,18,0.06,1,6,7,29,11,1
31/01/2022,19,0.09,1,9,10,26,24,13
31/01/2022,20,0.2,2,16,18,17,17,8
31/01/2022,21,0.18,1,18,19,17,17,7
31/01/2022,22,0.11,1,12,13,22,15,7
31/01/2022,23,0.21,1,19,21,13,17,9
31/01/2022,24,0.21,1,20,21,12,15,9
01/02/2022,1,0.28,1,24,26,7,13,6
01/02/2022,2,0.35,2,28,30,4,16,7
01/02/2022,3,0.24,2,24,25,6,14,7
01/02/2022,4,0.17,2,25,27,4,12,5
01/02/2022,5,0.11,1,18,19,11,16,9
01/02/2022,6,0.08,2,14,15,12,11,5
01/02/2022,7,0.28,10,23,33,4,18,9
01/02/2022,8,0.57,34,27,60,1,18,5
01/02/2022,9,0.9,58,30,88,3,28,9
01/02/2022,10,0.48,25,25,50,12,23,10
01/02/2022,11,0.31,11,18,29,21,20,8
01/02/2022,12,0.05,3,6,8,26,12,3
01/02/2022,13,0.06,2,5,7,29,14,3
01/02/2022,14,0.03,1,4,5,31,22,8
01/02/2022,15,0.06,2,4,6,30,22,8
01/02/2022,16,0.07,2,5,6,33,22,8
01/02/2022,17,0.07,1,5,6,35,23,10
01/02/2022,18,0.07,1,8,9,33,17,5
01/02/2022,19,0.14,1,11,12,30,29,13
01/02/2022,20,0.14,0,10,10,28,16,6
01/02/2022,21,0.26,1,19,20,18,18,9
01/02/2022,22,0.29,1,22,23,14,18,9
01/02/2022,23,0.28,1,19,20,13,18,9
01/02/2022,24,0.22,1,16,17,15,18,9
02/02/2022,1,-99,-99,-99,-99,-99,16,7
02/02/2022,2,-99,-99,-99,-99,-99,21,11
02/02/2022,3,-99,-99,-99,-99,-99,17,10
02/02/2022,4,0.2,3,17,20,9,17,10
02/02/2022,5,0.09,1,9,10,17,12,5
02/02/2022,6,0.17,2,15,17,9,17,11
02/02/2022,7,0.45,23,24,47,1,22,10
02/02/2022,8,1.07,63,26,89,1,46,26
02/02/2022,9,0.93,56,32,88,2,37,17
02/02/2022,10,0.58,24,29,52,14,29,15
02/02/2022,11,0.33,8,20,28,26,26,13
02/02/2022,12,0.33,4,18,23,40,28,14
02/02/2022,13,0.24,2,12,14,47,24,12
02/02/2022,14,0.2,1,11,12,57,20,10
02/02/2022,15,0.19,1,10,10,67,28,15
02/02/2022,16,0.21,1,9,9,60,30,7
02/02/2022,17,0.25,1,10,11,50,39,13
02/02/2022,18,0.17,1,9,10,37,25,8
02/02/2022,19,0.13,0,7,7,34,23,10
02/02/2022,20,0.19,1,10,10,29,20,9
02/02/2022,21,0.2,0,10,10,28,19,10
02/02/2022,22,0.35,2,20,22,17,24,14
02/02/2022,23,0.21,2,15,16,22,19,11
02/02/2022,24,0.29,1,19,20,14,17,9
03/02/2022,1,0.54,4,31,35,4,24,14
03/02/2022,2,0.49,3,27,30,4,23,14
03/02/2022,3,0.35,3,22,25,6,19,13
03/02/2022,4,0.1,1,7,8,17,8,4
03/02/2022,5,0.01,0,6,6,17,10,7
03/02/2022,6,0.11,2,14,17,7,9,5
03/02/2022,7,0.35,18,21,40,1,14,7
03/02/2022,8,1.04,75,24,100,1,25,10
03/02/2022,9,1.18,87,31,119,2,32,14
03/02/2022,10,0.81,47,35,82,8,29,13
03/02/2022,11,0.36,11,21,32,22,19,9
03/02/2022,12,0.28,5,17,21,34,22,11
03/02/2022,13,0.25,3,14,16,43,22,10
03/02/2022,14,0.16,1,10,11,51,16,6
03/02/2022,15,0.15,1,9,10,57,24,11
03/02/2022,16,0.12,1,6,7,49,35,17
03/02/2022,17,0.17,1,7,7,42,36,17
03/02/2022,18,0.13,1,7,7,35,33,16
03/02/2022,19,0.12,1,8,8,31,17,5
03/02/2022,20,0.17,1,10,11,26,17,8
03/02/2022,21,0.28,1,16,18,18,18,10
03/02/2022,22,0.43,3,28,31,7,19,10
03/02/2022,23,0.35,2,20,22,13,17,10
03/02/2022,24,0.43,5,29,34,3,17,9
04/02/2022,1,0.31,1,21,22,9,18,10
04/02/2022,2,0.13,1,8,8,16,11,7
04/02/2022,3,0.1,1,6,7,16,6,3
04/02/2022,4,0.06,0,6,7,16,6,3
04/02/2022,5,0.04,1,9,10,13,9,5
04/02/2022,6,0.04,1,7,7,15,8,5
04/02/2022,7,0.1,2,14,16,7,8,3
04/02/2022,8,0.26,13,19,31,3,11,3
04/02/2022,9,0.52,33,22,55,5,17,4
04/02/2022,10,0.84,47,40,86,7,32,16
04/02/2022,11,0.55,18,32,50,20,30,15
04/02/2022,12,0.26,5,16,21,32,17,9
04/02/2022,13,0.24,3,14,16,41,20,10
04/02/2022,14,0.15,1,10,11,45,18,8
04/02/2022,15,0.09,1,6,7,42,-99,-99
04/02/2022,16,0.1,1,6,7,41,18,2
04/02/2022,17,0.09,1,7,8,36,32,14
04/02/2022,18,0.07,1,6,7,34,27,11
04/02/2022,19,0.07,1,8,8,30,16,5
04/02/2022,20,0.16,1,13,14,24,19,7
04/02/2022,21,0.23,1,18,19,27,44,15
04/02/2022,22,0.23,1,18,19,29,41,18
04/02/2022,23,0.33,1,21,22,16,26,13
04/02/2022,24,0.38,1,32,34,12,30,15
05/02/2022,1,0.33,1,23,24,17,34,19
05/02/2022,2,0.37,1,26,27,12,33,18
05/02/2022,3,0.42,2,29,31,7,37,25
05/02/2022,4,0.28,1,18,18,10,29,15
05/02/2022,5,0.46,3,32,34,2,41,25
05/02/2022,6,0.45,6,30,36,1,38,22
05/02/2022,7,0.34,5,26,31,1,32,19
05/02/2022,8,0.51,17,26,43,1,36,24
05/02/2022,9,0.76,38,27,66,4,44,27
05/02/2022,10,0.67,28,30,59,10,55,36
05/02/2022,11,0.61,17,31,48,19,59,39
05/02/2022,12,0.51,10,32,43,31,58,40
05/02/2022,13,0.53,5,34,39,42,61,42
05/02/2022,14,0.38,3,24,27,47,48,34
05/02/2022,15,0.32,2,19,22,53,39,26
05/02/2022,16,0.31,1,16,18,57,41,27
05/02/2022,17,0.23,1,13,13,56,44,23
05/02/2022,18,0.14,1,8,9,41,23,11
05/02/2022,19,0.46,1,23,24,24,26,16
05/02/2022,20,0.68,6,36,41,6,40,21
05/02/2022,21,0.59,3,36,39,13,35,19
05/02/2022,22,0.65,1,39,40,15,33,24
05/02/2022,23,0.73,2,40,42,9,33,24
05/02/2022,24,0.44,2,27,29,12,31,21
06/02/2022,1,0.27,1,18,19,16,25,17
06/02/2022,2,0.3,1,20,21,14,23,16
06/02/2022,3,0.21,1,15,16,18,21,14
06/02/2022,4,0.05,0,7,8,29,21,13
06/02/2022,5,0.04,0,7,8,28,20,13
06/02/2022,6,0.07,1,10,11,21,22,16
06/02/2022,7,0.36,7,24,31,4,26,18
06/02/2022,8,0.36,12,26,38,6,28,18
06/02/2022,9,0.59,22,29,51,7,35,22
06/02/2022,10,0.5,15,29,44,18,32,20
06/02/2022,11,0.23,4,16,20,39,27,18
06/02/2022,12,0.14,1,11,13,52,34,22
06/02/2022,13,0.08,1,8,9,59,25,16
06/02/2022,14,0.05,0,8,8,67,31,22
06/02/2022,15,0.08,1,9,9,75,32,22
06/02/2022,16,0.08,1,11,11,64,31,19
06/02/2022,17,0.06,1,7,8,58,26,16
06/02/2022,18,0.1,0,9,9,55,31,19
06/02/2022,19,0.26,1,16,17,44,32,23
06/02/2022,20,0.37,1,26,27,34,25,19
06/02/2022,21,0.47,1,29,30,23,30,22
06/02/2022,22,0.2,1,14,15,31,27,20
06/02/2022,23,0.11,1,10,11,32,23,16
06/02/2022,24,0.1,1,10,11,29,16,12
07/02/2022,1,0.35,1,25,26,13,23,16
07/02/2022,2,0.33,1,21,21,16,23,18
07/02/2022,3,0.12,1,14,15,21,16,13
07/02/2022,4,0.17,1,22,24,11,20,15
07/02/2022,5,0.17,1,19,20,15,21,15
07/02/2022,6,0.24,3,23,25,9,27,21
07/02/2022,7,0.13,1,17,18,13,21,16
07/02/2022,8,0.09,2,14,16,15,17,12
07/02/2022,9,0.36,12,25,36,12,26,17
07/02/2022,10,0.49,12,28,41,21,35,25
07/02/2022,11,0.39,8,27,36,31,38,27
07/02/2022,12,0.32,5,23,28,43,33,23
07/02/2022,13,0.26,2,19,21,55,32,24
07/02/2022,14,0.17,1,12,13,57,31,21
07/02/2022,15,0.19,1,11,12,53,37,22
07/02/2022,16,0.11,1,7,8,41,26,15
07/02/2022,17,0.09,1,9,10,33,19,14
07/02/2022,18,0.19,1,16,17,31,26,16
07/02/2022,19,0.29,2,22,24,24,26,16
07/02/2022,20,0.28,1,24,25,17,33,21
07/02/2022,21,0.28,1,22,24,15,30,19
07/02/2022,22,0.33,1,26,27,13,34,26
07/02/2022,23,0.32,1,24,25,11,34,27
07/02/2022,24,0.27,1,20,20,13,33,26
08/02/2022,1,-99,-99,-99,-99,-99,35,28
08/02/2022,2,-99,-99,-99,-99,-99,36,29
08/02/2022,3,-99,-99,-99,-99,-99,37,30
08/02/2022,4,0.38,2,23,25,5,46,40
08/02/2022,5,0.46,1,21,22,5,59,51
08/02/2022,6,0.43,2,20,22,4,52,43
08/02/2022,7,0.47,6,23,28,2,60,49
08/02/2022,8,0.54,15,23,38,1,61,50
08/02/2022,9,0.74,28,24,52,3,56,43
08/02/2022,10,0.92,32,29,61,5,62,49
08/02/2022,11,0.85,24,31,55,13,66,53
08/02/2022,12,0.84,16,35,51,24,66,51
08/02/2022,13,0.75,8,33,41,39,63,49
08/02/2022,14,0.63,3,28,31,43,53,41
08/02/2022,15,0.58,4,27,30,37,44,30
08/02/2022,16,0.7,5,35,40,38,61,43
08/02/2022,17,0.39,3,16,19,37,40,24
08/02/2022,18,0.19,1,6,7,31,18,9
08/02/2022,19,0.22,0,7,7,32,15,9
08/02/2022,20,0.37,1,18,19,22,20,11
08/02/2022,21,0.67,4,44,47,8,52,32
08/02/2022,22,0.59,2,31,33,12,41,29
08/02/2022,23,0.72,7,38,45,3,40,28
08/02/2022,24,0.82,14,36,51,1,33,21
09/02/2022,1,0.51,2,26,28,6,26,16
09/02/2022,2,0.45,1,21,22,8,28,19
09/02/2022,3,0.46,1,20,21,7,28,20
09/02/2022,4,0.41,2,19,20,6,25,19
09/02/2022,5,0.29,1,12,13,12,18,13
09/02/2022,6,0.23,1,10,12,12,9,7
09/02/2022,7,0.32,3,17,20,7,9,5
09/02/2022,8,0.5,6,19,25,7,15,8
09/02/2022,9,0.79,28,27,55,7,27,15
09/02/2022,10,0.81,25,33,58,15,43,28
09/02/2022,11,0.28,4,11,14,31,18,11
09/02/2022,12,0.19,2,6,8,37,12,5
09/02/2022,13,0.19,1,7,8,44,15,9
09/02/2022,14,0.19,1,7,8,52,15,8
09/02/2022,15,0.22,1,8,9,58,21,13
09/02/2022,16,0.22,1,7,8,51,20,9
09/02/2022,17,0.24,1,6,7,40,30,14
09/02/2022,18,0.18,1,6,7,35,20,5
09/02/2022,19,0.21,1,8,9,29,18,8
09/02/2022,20,0.2,1,9,10,27,17,9
09/02/2022,21,0.21,1,10,11,24,13,6
09/02/2022,22,0.38,2,22,25,11,13,6
09/02/2022,23,0.3,2,18,20,15,15,8
09/02/2022,24,0.23,1,11,12,19,10,5
10/02/2022,1,0.22,0,9,10,19,12,6
10/02/2022,2,0.21,1,8,9,18,10,6
10/02/2022,3,0.16,1,9,10,17,7,3
10/02/2022,4,0.13,0,10,11,17,12,5
10/02/2022,5,0.13,1,12,13,14,12,7
10/02/2022,6,0.3,9,22,31,4,10,5
10/02/2022,7,0.57,24,27,51,1,19,10
10/02/2022,8,1.1,60,28,88,1,25,10
10/02/2022,9,1.21,70,36,106,3,32,16
10/02/2022,10,1.16,60,50,111,8,41,22
10/02/2022,11,0.48,12,26,38,26,25,13
10/02/2022,12,0.32,5,15,19,34,26,11
10/02/2022,13,0.24,2,8,10,39,25,9
10/02/2022,14,0.21,1,7,8,44,20,6
10/02/2022,15,0.21,1,7,8,44,25,9
10/02/2022,16,0.22,1,7,8,45,21,6
10/02/2022,17,0.2,1,6,7,40,30,14
10/02/2022,18,0.14,1,5,6,36,27,9
10/02/2022,19,0.19,1,9,10,30,19,5
10/02/2022,20,0.19,1,10,11,28,16,5
10/02/2022,21,0.2,1,11,12,26,15,7
10/02/2022,22,0.41,2,25,27,12,13,4
10/02/2022,23,0.27,4,16,20,19,13,6
10/02/2022,24,0.58,16,35,51,3,18,10
11/02/2022,1,0.28,9,19,28,17,9,3
11/02/2022,2,0.4,15,31,46,4,12,5
11/02/2022,3,0.36,3,28,31,6,13,6
11/02/2022,4,0.2,1,15,17,14,7,4
11/02/2022,5,0.27,13,25,38,4,11,6
11/02/2022,6,0.22,1,17,18,10,6,3
11/02/2022,7,0.57,16,26,42,3,11,5
11/02/2022,8,0.7,20,29,49,4,17,6
11/02/2022,9,0.48,17,24,42,11,15,6
11/02/2022,10,0.62,22,30,52,13,19,9
11/02/2022,11,0.42,12,24,37,26,22,10
11/02/2022,12,0.22,4,13,17,37,13,3
11/02/2022,13,0.23,2,10,12,44,15,4
11/02/2022,14,0.11,1,4,5,39,31,4
11/02/2022,15,0.13,1,4,6,34,43,6
11/02/2022,16,0.08,1,3,3,33,41,4
11/02/2022,17,0.13,1,3,4,30,-99,-99
11/02/2022,18,0.1,1,4,5,29,21,6
11/02/2022,19,0.16,1,8,9,24,14,2
11/02/2022,20,0.17,2,12,13,22,14,6
11/02/2022,21,0.05,1,4,5,33,6,2
11/02/2022,22,0.03,1,5,6,36,4,2
11/02/2022,23,0.15,1,14,15,26,10,5
11/02/2022,24,0.5,14,34,48,5,11,5
12/02/2022,1,0.62,10,37,46,2,14,7
12/02/2022,2,0.38,1,23,24,11,11,5
12/02/2022,3,0.25,1,17,18,15,12,7
12/02/2022,4,0.13,0,10,10,22,6,2
12/02/2022,5,0.1,1,10,11,20,9,5
12/02/2022,6,0.13,1,12,13,19,5,2
12/02/2022,7,0.19,1,19,20,13,9,4
12/02/2022,8,0.29,8,27,35,6,12,6
12/02/2022,9,0.44,22,31,53,6,19,8
12/02/2022,10,0.29,14,25,39,16,17,9
12/02/2022,11,0.15,4,14,18,27,9,3
12/02/2022,12,0.08,2,6,8,32,8,2
12/02/2022,13,0.12,2,5,7,34,12,5
12/02/2022,14,0.17,1,9,10,37,13,4
12/02/2022,15,0.16,1,8,9,40,16,7
12/02/2022,16,0.23,1,12,13,39,17,7
12/02/2022,17,0.2,1,10,11,38,17,7
12/02/2022,18,0.16,1,7,8,32,12,3
12/02/2022,19,0.39,2,31,33,16,36,15
12/02/2022,20,0.51,3,40,44,9,35,14
12/02/2022,21,0.3,1,25,26,21,34,10
12/02/2022,22,0.23,1,15,16,26,37,13
12/02/2022,23,0.34,1,21,22,19,32,16
12/02/2022,24,0.28,1,16,17,21,27,14
13/02/2022,1,0.26,1,15,15,20,24,13
13/02/2022,2,0.21,1,9,10,24,20,11
13/02/2022,3,0.21,0,8,8,26,15,9
13/02/2022,4,0.19,0,7,7,26,18,12
13/02/2022,5,0.19,0,6,6,27,15,10
13/02/2022,6,0.17,1,7,7,25,16,12
13/02/2022,7,0.22,0,12,12,21,13,9
13/02/2022,8,0.27,1,18,19,15,20,14
13/02/2022,9,0.27,2,14,16,16,8,4
13/02/2022,10,0.3,3,14,17,18,7,2
13/02/2022,11,0.3,4,11,16,24,18,11
13/02/2022,12,0.32,3,11,15,32,21,15
13/02/2022,13,0.33,2,13,15,42,22,16
13/02/2022,14,0.38,1,14,15,46,28,20
13/02/2022,15,0.41,1,16,17,45,32,22
13/02/2022,16,0.46,1,18,19,48,36,24
13/02/2022,17,0.43,1,15,16,54,32,21
13/02/2022,18,0.49,1,17,17,53,37,25
13/02/2022,19,0.73,1,29,29,40,46,30
13/02/2022,20,0.56,1,29,31,21,45,20
13/02/2022,21,0.51,2,28,30,13,40,17
13/02/2022,22,0.51,1,24,26,14,34,19
13/02/2022,23,0.5,1,23,24,14,30,18
13/02/2022,24,0.44,1,19,20,16,26,17
14/02/2022,1,-99,-99,-99,-99,-99,25,17
14/02/2022,2,-99,-99,-99,-99,-99,24,16
14/02/2022,3,-99,-99,-99,-99,-99,21,15
14/02/2022,4,0.34,1,17,19,12,18,12
14/02/2022,5,0.39,1,22,23,5,25,17
14/02/2022,6,0.39,2,22,24,5,23,17
14/02/2022,7,0.52,8,26,34,2,23,17
14/02/2022,8,0.93,33,28,61,1,28,19
14/02/2022,9,1,37,29,66,4,38,25
14/02/2022,10,0.98,32,36,68,9,46,31
14/02/2022,11,0.97,21,40,60,20,61,36
14/02/2022,12,0.68,7,27,34,38,49,32
14/02/2022,13,0.45,2,14,16,50,32,19
14/02/2022,14,0.51,2,17,19,63,37,21
14/02/2022,15,0.39,1,10,11,62,40,24
14/02/2022,16,0.41,1,11,12,63,32,18
14/02/2022,17,0.53,1,18,19,47,39,18
14/02/2022,18,0.82,3,35,38,34,50,38
14/02/2022,19,0.56,2,25,26,29,28,23
14/02/2022,20,0.72,3,34,36,13,22,17
14/02/2022,21,1.12,12,48,59,2,35,29
14/02/2022,22,0.88,4,41,45,8,40,31
14/02/2022,23,0.85,3,42,45,5,43,33
14/02/2022,24,0.78,3,41,44,5,41,31
15/02/2022,1,0.67,2,36,38,5,28,21
15/02/2022,2,0.5,1,22,23,15,24,19
15/02/2022,3,0.46,3,19,22,11,26,22
15/02/2022,4,0.61,5,26,31,1,30,25
15/02/2022,5,0.6,8,20,28,3,34,29
15/02/2022,6,0.48,3,17,20,7,32,27
15/02/2022,7,0.6,8,23,31,3,30,25
15/02/2022,8,0.83,31,27,58,1,31,22
15/02/2022,9,0.83,27,29,56,7,37,26
15/02/2022,10,0.88,16,33,50,17,53,40
15/02/2022,11,0.84,11,36,47,33,58,46
15/02/2022,12,0.89,7,41,48,47,57,45
15/02/2022,13,0.6,4,26,30,55,43,34
15/02/2022,14,0.57,2,24,26,67,42,33
15/02/2022,15,0.51,1,20,21,76,41,32
15/02/2022,16,0.47,1,14,15,69,53,39
15/02/2022,17,0.46,2,17,19,58,31,19
15/02/2022,18,0.46,5,23,28,40,33,24
15/02/2022,19,0.51,5,25,30,29,27,18
15/02/2022,20,0.65,7,32,40,15,21,12
15/02/2022,21,0.64,8,33,41,9,24,16
15/02/2022,22,0.74,9,35,44,4,19,12
15/02/2022,23,0.74,14,35,48,6,18,10
15/02/2022,24,0.54,10,32,42,10,19,12
16/02/2022,1,0.53,3,25,28,10,19,12
16/02/2022,2,0.44,1,16,17,14,17,11
16/02/2022,3,0.32,1,11,12,15,14,9
16/02/2022,4,0.24,1,8,9,17,11,7
16/02/2022,5,0.21,1,7,8,19,12,8
16/02/2022,6,0.24,1,9,10,16,14,10
16/02/2022,7,0.31,1,15,16,12,14,9
16/02/2022,8,0.53,8,23,32,6,23,12
16/02/2022,9,0.59,12,22,34,15,24,13
16/02/2022,10,0.68,12,29,41,22,39,25
16/02/2022,11,0.51,5,21,25,39,33,21
16/02/2022,12,0.35,2,12,14,49,23,14
16/02/2022,13,0.24,1,8,10,55,18,12
16/02/2022,14,0.24,1,9,10,66,27,20
16/02/2022,15,0.26,1,9,9,66,18,9
16/02/2022,16,0.27,1,7,8,56,18,6
